51302676358,bdg,70,292
51302677824,aab,162,56
51302703159,ecd,272,188
51302751957,eaa,223,60
51302778253,cef,176,130
51302783128,geg,185,236
51302785083,bcf,55,237
51302834171,cda,150,229
51302868786,bfe,240,198
51302886868,cbc,290,10
51302897098,ffc,202,245
51302912817,fbb,92,90
51302984292,aeb,261,254
51302989852,gdd,75,40
51302993085,daa,7,289
51302996649,bbf,251,209
51302997111,eef,259,100
51303006062,aca,20,134
51303017089,fbg,90,14
51303033481,eag,152,188
51303060296,age,134,147
51303082276,gef,96,10
51303093391,acd,267,197
51303119546,bba,161,289
51303172811,ced,173,130
51303252212,fcd,68,37
51303256570,edg,59,129
51303263642,ggc,133,245
51303273123,aaa,200,285
51303300299,cbd,140,91
51303310492,bda,124,161
51303311208,afg,237,170
51303312855,bcg,156,34
51303345260,cab,269,115
51303363266,eda,246,90
51303371548,add,36,144
51303415655,bgb,262,157
51303423517,dfa,161,220
51303425093,ead,24,170
51303432438,faa,182,84
51303435958,fbc,269,206
51303455569,ffb,162,223
51303498437,ded,282,224
51303520032,cfd,40,123
51303562028,bec,271,11
51303581802,ggf,241,265
51303599778,bfa,2,10
51303626319,bfd,213,20
51303648176,dbe,212,277
51303659867,afa,82,247
51303662932,edc,214,267
51303667921,acc,216,277
51303717294,dae,100,16
51303723982,cag,299,136
51303745989,fgf,3,190
51303785009,cab,210,125
51303793816,gga,192,108
51303802841,ffb,66,249
51303814006,beb,72,253
51303823077,ade,206,158
51303824781,bfe,163,162
51303825159,ada,261,135
51303844769,ceg,247,122
51303848145,agc,116,88
51303907967,caa,298,148
51303935146,ggf,288,227
51303940768,fbd,12,212
51303941969,fea,176,72
51303974857,fee,54,299
51304025272,bec,295,10
51304038342,cdb,282,15
51304084112,dgd,273,196
51304094073,egf,142,130
51304099293,ebb,64,277
51304121256,ccf,189,126
51304130891,gdd,131,44
51304185289,dad,64,54
51304201718,bgb,64,131
51304206045,cag,236,134
51304228478,bbd,79,131
51304230694,ecf,56,269
51304246006,abg,276,20
51304257391,ccf,123,107
51304269425,efa,33,138
51304278718,fgb,196,188
51304296237,abd,117,159
51304306937,cgd,40,272
51304308541,bdd,240,97
51304331651,caa,155,145
51304339825,fed,87,152
51304348186,fgg,69,197
51304373232,fdd,215,271
51304390679,fae,52,275
51304404524,eae,194,97
51304423664,bbf,103,192
51304451677,ffd,194,311
51304465729,dab,51,269
51304495201,bcd,2,98
51304500212,bab,115,12
51304560572,dfc,164,256
51304578683,ecd,127,171
51304613670,ggb,16,115
51304619958,acd,90,204
51304634551,cgg,20,186
51304635401,cab,16,125
51304680656,bdf,15,279
51304703793,ccc,36,197
51304762126,abb,199,247
51304780184,adf,147,119
51304795640,gbe,219,293
51304811408,bfg,76,145
51304846399,def,61,72
51304899216,gcf,265,259
51304946020,bag,108,110
51304989473,fca,230,129
51305022157,fda,53,77
51305061929,fbe,4,54
51305063754,cfe,38,179
51305081261,agf,215,101
51305092135,bae,209,210
51305111690,ega,144,88
51305132573,gbc,93,67
51305137021,dgc,254,84
51305157957,daa,68,260
51305168932,eec,62,94
51305194246,dfa,21,217
51305203991,gda,187,133
51305208926,egf,212,106
51305215315,cca,283,102
51305232918,fea,283,70
51305265341,cfb,243,211
51305268483,eba,96,34
51305284317,eeb,260,265
51305285358,edg,224,139
51305293467,dcf,128,137
51305295556,ceb,258,126
51305299180,dgf,242,287
51305332675,bab,99,11
51305336764,eed,224,15
51305351936,efe,152,155
51305358729,caa,150,123
51305426364,caf,40,260
51305426966,eca,36,216
51305440329,cgb,247,203
51305496772,ecf,292,282
51305502118,ecc,210,219
51305534410,dfd,92,5
51305550243,ccg,126,225
51305592532,eeb,30,288
51305606347,fcd,35,32
51305639417,aac,152,99
51305658834,gab,266,241
51305717831,ceb,170,131
51305723828,ffd,13,276
51305746490,aaf,263,42
51305752159,fgg,65,183
51305752971,abb,297,293
51305784709,gac,218,7
51305806564,bff,191,213
51305813064,cge,1,118
51305826767,fcg,271,224
51305850059,bda,183,188
51305858503,ebc,290,37
51305874449,ded,212,203
51305877076,fff,56,281
51305910912,dfc,59,240
51305931097,egg,113,248
51305947291,fdf,33,113
51305951787,fef,239,230
51305971276,ffe,5,36
51305975251,gea,236,90
51305986716,geb,242,196
51306013624,fgc,180,127
51306039191,bbe,228,205
51306077081,bfc,257,244
51306129208,bcf,299,213
51306137289,gad,234,288
51306150133,gee,235,78
51306150986,eaf,161,245
51306172341,bbf,139,165
51306204610,beb,132,235
51306206385,ecd,106,188
51306232964,dee,119,215
51306242481,cde,175,191
51306247745,cbe,77,60
51306256105,dee,110,247
51306258452,cff,187,262
51306266309,ddc,162,27
51306268279,faf,200,31
51306283879,aac,72,90
51306291107,geb,25,178
51306300836,fdg,93,10
51306337608,aag,291,58
51306346145,gac,218,6
51306349109,gdg,194,221
51306384262,fad,284,263
51306413672,dff,258,277
51306417627,edb,201,36
51306417829,ega,107,100
51306435480,fdc,179,258
51306443683,cea,261,7
51306545692,bed,138,255
51306547726,bef,267,239
51306551957,gfa,129,178
51306563881,dbg,285,25
51306596836,cae,73,42
51306614134,bbb,16,254
51306615187,edf,201,17
51306618595,bee,191,168
51306629900,dec,194,127
51306630247,ede,274,259
51306660746,acf,9,28
51306675092,dcc,214,258
51306685214,dfg,197,289
51306686275,aga,35,42
51306694545,cbd,248,80
51306708671,adc,107,188
51306724336,bbb,128,269
51306748142,bea,60,220
51306755457,eac,91,253
51306755888,cag,11,124
51306758332,cbf,43,7
51306769380,fcb,145,220
51306774569,fbe,123,62
51306787746,efa,164,135
51306797931,fge,151,68
51306801138,gfe,256,257
51306803140,eeg,8,240
51306805801,dda,283,140
51306836256,ebd,83,218
51306859482,eaf,99,269
51306887168,cca,8,105
51306897530,cgb,262,162
51306913092,acc,15,310
51306935633,ddb,35,7
51306938700,eee,129,65
51306948129,ffe,131,28
51306972555,adc,145,199
51306993483,fcb,83,209
51306996819,cfa,161,6
51306997801,caa,157,124
51307006394,cbd,275,84
51307020266,gbb,267,275
51307020498,eff,68,38
51307043053,efc,258,70
51307054745,aed,297,122
51307100316,ege,106,101
51307125149,bad,41,280
51307131603,ecc,150,247
51307135542,cec,190,138
51307146830,gfb,260,253
51307154139,ffe,274,29
51307170076,afe,116,181
51307207437,fba,129,65
51307211508,cba,169,293
51307258381,ebf,216,34
51307260608,gfd,274,111
51307262300,bbc,52,177
51307308458,bcb,235,240
51307347368,feg,189,299
51307368203,bge,214,97
51307396314,aeb,54,243
51307435441,afc,209,194
51307457279,cfg,43,70
51307478103,ddd,75,61
51307502855,bcc,149,108
51307519112,dbc,157,224
51307522520,ecg,219,31
51307532198,caf,63,306
51307536052,ddf,79,27
51307552056,aae,272,187
51307562076,bgg,64,225
51307567847,fgf,145,172
51307579748,daf,144,186
51307587179,fce,21,61
51307616919,cba,188,331
51307621956,cad,71,227
51307626131,afe,134,157
51307663845,gbg,123,134
51307676911,dda,11,120
51307678016,beg,149,245
51307686618,deb,134,48
51307710370,gca,279,69
51307723907,ffg,213,68
51307724556,aaf,147,38
51307743403,dge,161,216
51307744554,bfb,295,225
51307776800,gcc,213,172
51307820429,cge,265,106
51307840040,aba,163,248
51307846163,gef,124,10
51307851358,cbf,115,6
51307862658,cbc,209,11
51307873668,ebg,128,252
51307892345,abe,277,98
51307896956,gec,299,113
51307937163,ggb,37,117
51307961403,adb,61,224
51307964246,acb,140,109
51308017285,cfe,235,189
51308018065,dbd,155,273
51308041997,efg,176,255
51308047333,ebf,141,36
51308058665,fbd,221,188
51308064209,acg,227,30
51308075286,gaf,36,275
51308089766,eee,35,56
51308093805,cfb,94,248
51308111343,dea,184,269
51308113293,dfb,156,105
51308113360,def,118,75
51308121941,fbc,113,220
51308127375,agg,57,112
51308140697,fcb,13,186
51308153739,cga,39,188
51308157932,eaa,81,66
51308165249,edd,235,157
51308172790,aeb,293,235
51308183077,gee,174,73
51308190568,cdf,142,15
51308198632,dfg,83,291
51308211449,baf,100,234
51308224173,dba,148,276
51308253001,eea,36,235
51308262310,bac,151,35
51308272668,fcf,238,16
51308277478,efa,43,139
51308279508,bce,121,204
51308311290,cca,261,112
51308314416,gce,282,55
51308317147,gcf,181,246
51308319139,gfc,120,112
51308329897,fgd,7,269
51308341929,ace,188,178
51308345207,bcd,221,105
51308353142,cac,14,134
51308364491,ggd,285,110
51308364767,gff,237,188
51308393056,dcc,118,252
51308398357,ded,52,221
51308427682,afd,158,164
51308428151,cag,41,131
51308428175,fcg,94,230
51308435301,adg,93,149
51308439139,bba,194,248
51308446502,gge,236,240
51308480706,aea,234,84
51308512445,dec,139,135
51308512664,gdf,74,148
51308521022,eaa,259,56
51308530856,ggc,249,289
51308551697,ebb,221,301
51308570485,gbf,246,259
51308576321,bab,208,12
51308590730,acd,55,171
51308591263,eda,238,107
51308596572,agb,1,308
51308634802,gff,188,203
51308649929,dca,222,8
51308652721,gbd,184,108
51308677442,fdg,133,11
51308693005,add,227,118
51308698723,dag,249,7
51308701725,agf,235,107
51308713583,aad,56,121
51308715835,cgd,55,228
51308723466,fbf,69,286
51308737682,aec,115,235
51308741378,dbc,225,255
51308779575,ced,143,113
51308785112,dde,272,287
51308795405,agd,259,5
51308807869,dac,194,188
51308821278,cgf,246,108
51308837054,bca,21,54
51308855426,gag,120,208
51308876156,gcd,289,167
51308883285,ffd,103,292
51308898732,dga,141,238
51308921184,daf,85,219
51308965286,eab,129,29
51308968804,bdf,48,323
51308969995,dee,222,266
51308987553,eef,51,118
51308990567,dad,216,62
51308992269,fab,28,52
51309049820,dcd,224,92
51309063789,aab,151,66
51309065753,cfd,249,129
51309078471,dbe,139,249
51309094675,geg,213,193
51309098251,cfg,122,72
51309106848,deg,173,19
51309108523,ddg,265,29
51309111279,fdb,224,280
51309119149,aff,39,167
51309119938,dcg,263,43
51309194212,gae,217,287
51309214433,gfe,160,295
51309216090,fac,64,181
51309223592,dcb,104,66
51309224454,dfc,251,204
51309244390,cff,235,222
51309256445,gac,153,5
51309260484,fba,201,63
51309261558,dfa,74,225
51309265223,ccb,57,27
51309270220,dgg,192,160
51309274596,abc,171,161
51309288902,dcb,280,66
51309309925,ccc,270,202
51309314562,bgf,130,400
51309319110,fgg,174,173
51309322621,dbg,30,28
51309332594,abc,129,157
51309353497,bgc,292,246
51309357835,bdc,41,257
51309371675,bdb,6,272
51309374872,ged,236,232
51309393377,fga,298,5
51309411873,fbb,160,81
51309412165,ggg,1,287
51309418246,egb,176,139
51309427242,fec,274,18
51309452126,ccf,192,92
51309460181,dbf,232,33
51309471575,cgg,194,165
51309476392,dae,53,16
51309506650,cgc,154,173
51309508859,ced,4,111
51309516102,gba,163,108
51309518421,cee,190,243
51309521018,abf,163,232
51309535663,cff,79,261
51309543959,egc,213,270
51309555770,adf,184,105
51309557195,dbc,4,209
51309578110,cfc,101,124
51309594035,gea,117,77
51309607399,gfg,283,69
51309626138,cbb,103,167
51309628119,ebg,127,249
51309629465,bed,193,226
51309649561,cab,288,137
51309662864,ecb,105,291
51309668178,abd,93,187
51309694154,dfa,160,243
51309714864,gbb,273,275
51309715877,aca,3,156
51309722413,afb,18,43
51309741336,feb,292,225
51309782028,bfd,41,18
51309790951,dad,227,72
51309791699,cbg,112,101
51309802966,eae,204,83
51309810071,daf,143,192
51309812848,fcf,251,18
51309822494,fcc,168,106
51309857133,efc,119,64
51309864140,fag,97,226
51309865325,dda,12,127
51309865556,cdc,257,260
51309881921,baa,244,113
51309890210,gde,33,94
51309895165,cdd,37,121
51309923359,gdc,17,285
51309933790,cdd,287,96
51309935528,dfe,216,97
51309943983,fcc,35,102
51309945627,dbd,269,300
51309953414,ccd,91,118
51309955968,cbe,39,61
51309961585,gcg,238,196
51309962654,dgb,65,241
51309963748,dgd,298,219
51309971322,fce,196,51
51309972931,eaf,28,252
51309977463,dbb,77,144
51309988993,fde,36,232
51310008440,bdg,52,297
51310038116,fdg,108,12
51310060859,dae,159,14
51310066282,gga,179,91
51310076882,cgb,79,192
51310107832,ffa,181,208
51310121825,dfd,293,5
51310122929,fbg,59,13
51310124003,bec,144,11
51310154200,afa,218,205
51310154490,bae,96,172
51310162766,ead,177,187
51310166966,abf,89,243
51310179031,eed,46,16
51310202226,abf,101,247
51310217199,bfa,249,8
51310230397,egg,204,265
51310237438,ada,111,139
51310244897,aag,235,52
51310261940,bdb,217,299
51310264922,cdg,43,153
51310266277,gbg,93,128
51310279952,aeg,248,243
51310280237,aee,227,228
51310281546,ece,167,249
51310282341,cdb,216,12
51310313118,age,151,148
51310336411,eff,262,30
51310346224,eef,166,115
51310357848,ebe,200,234
51310379086,bga,261,255
51310393631,efb,48,18
51310395960,aab,161,75
51310426247,gce,200,62
51310431907,bgd,27,126
51310447536,cfa,101,5
51310479525,ddd,176,68
51310484349,ggf,287,236
51310542974,egd,59,181
51310573562,beb,22,197
51310595667,gdb,169,158
51310623163,efe,11,153
51310675427,dgf,22,287
51310682793,bfb,41,229
51310683687,dfb,151,102
51310691952,gff,71,188
51310705775,ceb,74,138
51310707955,daa,157,223
51310716451,baf,283,196
51310733811,bde,254,125
51310761044,geg,267,173
51310761600,aae,197,166
51310780515,cbc,188,10
51310806308,bea,185,244
51310827891,dgc,38,95
51310851435,cbb,259,198
51310868540,cef,206,132
51310868997,bab,43,14
51310890293,fad,235,220
51310893663,cde,27,198
51310917830,dfe,149,84
51310918798,gdd,54,49
51310923487,dbb,169,136
51310929576,gag,173,176
51310935811,bed,58,207
51310936987,aba,30,290
51310939229,bbc,40,159
51310963282,gff,7,188
51310975220,ffa,281,232
51310992986,bba,108,218
51311009870,bde,125,138
51311039677,ffd,111,242
51311057632,fec,292,21
51311071270,fef,286,200
51311076232,gge,68,264
51311086334,cff,53,214
51311096099,bfg,285,155
51311122112,aaa,125,327
51311180762,aad,9,133
51311182364,geg,220,183
51311261749,efd,146,104
51311267837,eda,148,90
51311276570,ega,76,99
51311330298,bed,230,196
51311342743,fea,288,65
51311359352,edc,57,240
51311361379,ccd,257,121
51311363631,ddc,176,30
51311376346,afe,199,180
51311377560,aef,277,5
51311379590,ade,166,180
51311385319,gce,48,68
51311407010,edf,98,15
51311428254,ebd,248,241
51311438890,bcg,168,32
51311440375,dce,49,152
51311483661,caa,175,99
51311508254,acb,88,127
51311514713,bcb,16,232
51311518244,fce,123,51
51311541022,gef,21,10
51311547904,dgb,262,255
51311567218,gfd,193,99
51311583830,ecf,101,267
51311584381,bbg,146,140
51311603270,eac,25,237
51311611566,dba,78,237
51311632702,ebf,138,33
51311632961,cce,46,87
51311634939,cbd,39,85
51311641657,egf,261,114
51311672536,fad,50,217
51311675575,ddf,164,27
51311708550,agc,175,95
51311708709,dfd,217,5
51311717894,gcb,128,224
51311721068,dab,113,301
51311731933,bbd,170,149
51311786437,eeb,3,236
51311791945,eee,86,47
51311796839,cfa,277,5
51311801833,bab,125,14
51311816829,gag,259,154
51311821041,gad,277,276
51311824013,gda,298,125
51311828589,gaa,242,98
51311842581,ceb,192,125
51311897318,bdd,267,89
51311928632,fbb,107,85
51311953881,ece,201,206
51311986746,efa,72,159
51312011503,fdd,29,254
51312048394,bge,227,109
51312056323,gef,289,8
51312076448,ffc,238,230
51312084158,dce,69,152
51312102705,gbc,166,70
51312116595,fae,247,253
51312174744,bga,129,221
51312189615,bda,223,218
51312226455,fff,26,297
51312233979,cbf,165,5
51312238307,cda,139,215
51312273306,abb,3,316
51312277874,dgf,204,275
51312283439,fca,175,140
51312291144,dff,15,313
51312358003,bgb,186,134
51312378708,fgg,111,188
51312379187,aaf,272,43
51312379986,fcg,132,273
51312380688,fdb,149,260
51312401513,ede,103,284
51312405004,ded,178,198
51312411588,ded,264,223
51312435587,aab,233,72
51312444396,adc,143,220
51312461389,gbe,16,322
51312487364,fag,17,194
51312521415,ged,60,204
51312563016,bac,83,39
51312564507,bcf,197,202
51312601309,bfa,195,7
51312621422,fea,55,53
51312622707,eag,277,208
51312632203,afg,72,168
51312640663,feb,135,240
51312642605,aga,210,46
51312680519,geb,233,210
51312696491,feg,38,301
51312730024,dbb,24,121
51312760311,fda,286,68
51312780165,gdd,76,41
51312816213,bff,122,174
51312839826,geg,170,168
51312857797,abg,191,18
51312868109,bcc,38,116
51312880713,eba,296,38
51312890083,bfd,24,18
51312955230,efb,154,17
51312955579,ebe,35,231
51312964613,eca,76,194
51312987072,baa,7,96
51313002362,cdd,288,99
51313002817,eec,222,78
51313012057,cbd,72,98
51313019567,fca,298,124
51313065954,fge,179,77
51313067338,cba,140,297
51313095850,afa,61,211
51313111127,bbe,93,209
51313114794,bee,48,144
51313148182,bba,34,255
51313187504,ded,88,191
51313195015,gad,36,311
51313196971,ceg,182,135
51313210839,eae,233,81
51313212769,dgg,185,147
51313231679,bea,181,246
51313232014,cdf,80,15
51313289088,fcc,75,91
51313295721,ecc,178,239
51313333777,acc,76,306
51313344353,cbb,288,160
51313356579,bfb,275,265
51313384062,fbc,220,200
51313390869,fbf,115,265
51313393304,dcd,276,84
51313401591,faa,237,73
51313402730,ffb,59,261
51313415557,dcg,133,36
51313421955,bef,189,270
51313429508,fcf,129,17
51313429946,dgf,123,319
51313452559,ddd,96,76
51313459900,bdf,205,316
51313459921,fgc,112,104
51313472964,gbf,171,207
51313481757,fcb,256,210
51313484256,gdc,258,290
51313486366,ddd,113,84
51313498720,dfa,297,201
51313530101,bag,36,124
51313546355,ccf,43,100
51313546795,edg,116,112
51313548172,ecf,233,275
51313565163,fff,68,305
51313567380,dfe,189,73
51313574146,ffc,298,218
51313586555,dad,60,58
51313637299,gdd,227,35
51313639171,bfe,61,160
51313658365,abd,8,192
51313664323,ede,219,272
51313689293,fdd,298,279
51313712133,cca,163,112
51313717357,adc,154,184
51313718648,cdg,91,180
51313725762,ded,20,223
51313734031,bga,37,240
51313774754,bgd,203,123
51313780562,aab,140,84
51313799209,dgb,211,295
51313803272,fcb,192,174
51313825551,aac,158,77
51313847180,adg,78,146
51313852303,ffe,139,34
51313892632,eef,12,121
51313907199,acd,256,148
51313908691,bdc,286,213
51313931065,fee,186,239
51313944070,bee,144,161
51313966519,fed,143,170
51313973151,fcd,297,37
51313975435,fba,45,54
51313979469,dga,81,197
51314014491,ecb,117,293
51314030307,ced,123,124
51314039289,dbd,102,273
51314040837,fgf,122,187
51314045972,cab,36,158
51314050071,ecd,174,204
51314054513,feb,136,261
51314066854,bbf,219,150
51314080906,bbe,263,229
51314090187,def,118,62
51314090793,dag,203,7
51314099409,eae,63,82
51314121217,ced,19,115
51314123399,ffa,27,236
51314130108,cac,200,112
51314132290,deg,79,16
51314137859,dcf,212,120
51314138571,ade,200,169
51314180468,caf,228,293
51314205187,dbc,138,223
51314205994,ebc,261,30
51314255528,fgb,148,189
51314256191,gbd,180,116
51314300757,cae,68,33
51314303486,fdc,63,301
51314303653,gab,151,241
51314333225,afd,94,177
51314342611,ggf,243,247
51314350674,dad,197,62
51314362126,faf,238,31
51314380653,fff,270,308
51314381041,egb,159,148
51314382582,bcc,41,124
51314398849,ace,295,179
51314418868,fcg,269,218
51314424618,bfc,291,244
51314432773,acf,23,29
51314443731,fag,88,228
51314459464,ccg,246,189
51314479863,fae,164,237
51314494554,bgf,195,420
51314511685,dcc,7,214
51314511930,ddf,93,30
51314535940,eea,41,204
51314541361,bbb,77,290
51314576070,cee,4,245
51314729878,aab,296,69
51314735053,gdg,245,232
51314741226,gae,265,324
51314759102,bde,5,128
51314770904,afd,144,187
51314803297,gcf,139,260
51314813177,gdd,277,40
51314827843,cfb,11,220
51314832120,cea,219,8
51314835602,dgc,275,112
51314843156,acc,253,278
51314852925,gdg,126,218
51314854063,aae,115,172
51314861984,ece,228,208
51314866687,bea,260,243
51314876387,fgg,182,178
51314876980,abd,75,186
51314893968,fed,93,202
51314914219,ffg,293,64
51314927774,fcg,27,244
51314981988,feg,213,316
51314982196,gdb,225,150
51314987263,cda,255,234
51315015921,bca,57,58
51315028853,gac,150,5
51315030929,ecb,92,287
51315054696,bcd,3,112
51315075081,gcb,129,206
51315097205,ccg,99,209
51315099544,bae,49,139
51315115885,fbe,167,61
51315122501,ged,79,187
51315124535,bff,58,146
51315132387,gfg,2,60
51315145964,bab,136,15
51315151682,cag,156,111
51315169142,acg,22,30
51315174989,deb,109,48
51315203275,ggd,237,101
51315217162,bbf,155,145
51315228765,acb,284,109
51315239415,abe,203,100
51315247532,bce,82,236
51315251159,aff,47,188
51315260891,bag,78,112
51315266917,fea,249,58
51315267156,ebb,246,304
51315272314,agf,225,110
51315280926,abf,253,214
51315312336,gcf,246,234
51315319631,gaa,144,83
51315328571,bcb,62,208
51315342535,cfa,67,5
51315360087,bed,268,160
51315392077,adf,7,95
51315436120,baa,25,106
51315446461,gfg,104,48
51315446935,cec,133,151
51315447206,aag,103,55
51315451560,dbf,220,36
51315456445,gcg,283,168
51315461243,gec,298,99
51315479057,cbf,260,5
51315479699,cef,138,146
51315516236,ecg,150,31
51315525340,aed,183,125
51315561589,ggc,95,271
51315565940,beg,253,235
51315571640,cgd,234,239
51315573167,ega,78,106
51315575739,def,246,50
51315582522,eec,189,82
51315603328,eab,102,33
51315609614,aeb,255,237
51315614405,fab,251,55
51315653877,edd,242,136
51315674619,gdg,190,204
51315677440,gda,81,130
51315708809,fbd,193,152
51315717030,efb,198,15
51315730105,fdb,156,275
51315776785,fdf,73,101
51315786571,fda,225,77
51315792200,edc,90,256
51315805706,ccb,82,30
51315825573,agf,37,126
51315837914,dfc,57,240
51315841147,fdb,125,294
51315891957,edb,39,39
51315923376,cde,168,207
51315945428,afb,158,50
51315959438,efa,238,189
51315969836,egf,133,96
51315972446,cga,264,178
51315999444,ace,60,177
51316014381,geb,278,228
51316020999,bce,2,238
51316110647,gfa,136,151
51316133551,gcc,147,144
51316185394,dge,118,257
51316200096,deg,60,17
51316201613,dgc,15,89
51316204064,bab,199,15
51316205503,fdf,157,108
51316207430,gaf,163,231
51316214794,ddb,52,5
51316216827,cbb,62,139
51316217981,dfd,269,5
51316220969,gbf,260,192
51316235041,gac,91,5
51316245586,bad,49,330
51316256770,gda,247,111
51316286210,bdb,47,254
51316293005,ddc,268,31
51316294508,ege,290,82
51316303712,aee,71,200
51316319652,bbf,160,121
51316361940,dac,193,156
51316363225,aed,181,117
51316379368,dca,224,8
51316413916,gfb,239,204
51316421818,cbe,65,51
51316441937,ddg,135,24
51316448107,dce,255,158
51316498005,age,231,137
51316499765,dda,103,147
51316504377,egg,171,304
51316517386,bge,158,99
51316523385,egd,145,215
51316531566,fcf,260,18
51316551876,agb,111,338
51316555772,adg,127,144
51316565759,cdc,68,260
51316568446,aef,63,5
51316605325,beb,220,212
51316613401,eeg,6,249
51316623639,agd,49,5
51316626204,fcc,42,80
51316645145,eff,211,29
51316668117,gce,103,67
51316670497,bgg,185,225
51316684882,caa,69,98
51316686223,dcb,4,68
51316722309,bbc,279,151
51316733483,bgc,206,280
51316736239,fdb,205,270
51316747310,cbf,174,5
51316748238,dga,209,181
51316759245,dcb,88,67
51316766233,afc,101,186
51316785163,dfb,169,109
51316791431,gee,156,76
51316821601,acb,112,118
51316839690,cdd,192,100
51316860254,cad,213,186
51316862070,fdg,261,11
51316867848,gdf,287,149
51316886262,eee,273,38
51316895122,baf,162,231
51316896113,dbd,59,316
51316898572,cgg,183,161
51316939482,bbg,184,152
51316970836,acf,28,33
51316973005,cgf,92,111
51316995639,dad,10,60
51316995762,eea,232,236
51316995919,fga,153,5
51317000672,adb,33,215
51317020161,dae,164,16
51317028818,dgc,139,94
51317036518,gge,172,216
51317087729,eaa,91,58
51317092398,eab,213,33
51317109398,ggb,127,135
51317123914,efg,221,270
51317132438,ead,180,209
51317134544,cbc,280,10
51317144532,fcf,63,17
51317165554,gcb,178,245
51317186181,efc,201,55
51317198164,aee,32,204
51317232233,aea,116,68
51317238372,gfe,296,312
51317242619,eae,240,77
51317276485,dec,162,159
51317290582,aad,246,154
51317306261,bec,81,9
51317369323,bbb,53,240
51317386750,fae,208,282
51317392585,aaa,74,300
51317401854,gef,168,6
51317404654,gca,87,77
51317411523,ece,27,241
51317416358,dbb,27,102
51317422592,aeb,23,215
51317445415,ccg,52,231
51317447747,bbb,223,240
51317447905,bag,123,133
51317481365,faa,276,78
51317502673,gee,9,60
51317508800,daf,55,155
51317513672,gga,270,97
51317522888,agg,274,133
51317577371,cff,54,201
51317606850,fab,101,52
51317624958,dee,253,284
51317670752,gbg,192,122
51317692462,fec,252,24
51317696011,aac,294,80
51317702310,fgc,222,122
51317720074,fgd,89,277
51317720832,dea,71,255
51317729927,ffg,271,57
51317730410,acf,110,27
51317739455,cge,110,104
51317755610,dbb,258,81
51317771907,dfg,265,340
51317773525,abf,13,179
51317807578,aga,12,38
51317879700,gea,116,61
51317925781,ebb,276,255
51317936931,aag,256,62
51317956073,fac,109,182
51317958302,bad,75,386
51317965706,ebc,257,24
51317970471,efb,96,16
51317990141,dfa,77,203
51317990376,cfe,9,223
51317992010,fgf,260,157
51317995076,cea,4,9
51317996047,cbc,202,11
51318006357,dbe,251,273
51318031797,gfc,263,108
51318063467,agc,117,94
51318075605,eaf,186,201
51318079743,aec,255,239
51318094113,cbg,296,84
51318098295,aeg,166,218
